timeStamp,elapsed,label,threadName,success,URL,Latency,IdleTime,Connect
1557311031077,810,Add EHR,Add EHR 1-1,true,http://127.0.0.1:8007/add_ehr/FISCALCODE38-doctor1-provision_of_care,810,0,1
1557311031887,1168,Add EHR,Add EHR 1-1,true,http://127.0.0.1:8008/add_ehr/FISCALCODE39-doctor1-provision_of_care,1168,0,1
1557311033056,785,Add EHR,Add EHR 1-1,true,http://127.0.0.1:8009/add_ehr/FISCALCODE40-doctor1-provision_of_care,785,0,1
1557311033841,801,Add EHR,Add EHR 1-1,true,http://127.0.0.1:8000/add_ehr/FISCALCODE41-doctor1-provision_of_care,801,0,1
1557311034643,850,Add EHR,Add EHR 1-1,true,http://127.0.0.1:8001/add_ehr/FISCALCODE42-doctor1-provision_of_care,850,0,0
1557311035494,786,Add EHR,Add EHR 1-1,true,http://127.0.0.1:8002/add_ehr/FISCALCODE43-doctor1-provision_of_care,786,0,1
1557311036281,813,Add EHR,Add EHR 1-1,true,http://127.0.0.1:8003/add_ehr/FISCALCODE44-doctor1-provision_of_care,813,0,1
1557311037096,830,Add EHR,Add EHR 1-1,true,http://127.0.0.1:8004/add_ehr/FISCALCODE45-doctor1-provision_of_care,829,0,0
1557311037926,807,Add EHR,Add EHR 1-1,true,http://127.0.0.1:8005/add_ehr/FISCALCODE46-doctor1-provision_of_care,807,0,1
1557311038735,790,Add EHR,Add EHR 1-1,true,http://127.0.0.1:8006/add_ehr/FISCALCODE47-doctor1-provision_of_care,790,0,0
1557311039526,838,Add EHR,Add EHR 1-1,true,http://127.0.0.1:8007/add_ehr/FISCALCODE48-doctor1-provision_of_care,838,0,0
1557311040366,795,Add EHR,Add EHR 1-1,true,http://127.0.0.1:8008/add_ehr/FISCALCODE49-doctor1-provision_of_care,795,0,0
1557311041162,888,Add EHR,Add EHR 1-1,true,http://127.0.0.1:8009/add_ehr/FISCALCODE50-doctor1-provision_of_care,888,0,0
1557311042051,790,Add EHR,Add EHR 1-1,true,http://127.0.0.1:8000/add_ehr/FISCALCODE51-doctor1-provision_of_care,790,0,1
1557311042841,782,Add EHR,Add EHR 1-1,true,http://127.0.0.1:8001/add_ehr/FISCALCODE52-doctor1-provision_of_care,782,0,1
1557311043624,814,Add EHR,Add EHR 1-1,true,http://127.0.0.1:8002/add_ehr/FISCALCODE53-doctor1-provision_of_care,814,0,0
1557311044439,795,Add EHR,Add EHR 1-1,true,http://127.0.0.1:8003/add_ehr/FISCALCODE54-doctor1-provision_of_care,795,0,1
1557311045235,855,Add EHR,Add EHR 1-1,true,http://127.0.0.1:8004/add_ehr/FISCALCODE55-doctor1-provision_of_care,855,0,0
1557311046091,815,Add EHR,Add EHR 1-1,true,http://127.0.0.1:8005/add_ehr/FISCALCODE56-doctor1-provision_of_care,815,0,1
1557311046907,737,Add EHR,Add EHR 1-1,true,http://127.0.0.1:8006/add_ehr/FISCALCODE57-doctor1-provision_of_care,737,0,1
1557311047645,757,Add EHR,Add EHR 1-1,true,http://127.0.0.1:8007/add_ehr/FISCALCODE58-doctor1-provision_of_care,757,0,0
1557311048403,771,Add EHR,Add EHR 1-1,true,http://127.0.0.1:8008/add_ehr/FISCALCODE59-doctor1-provision_of_care,771,0,1
1557311049175,900,Add EHR,Add EHR 1-1,true,http://127.0.0.1:8009/add_ehr/FISCALCODE60-doctor1-provision_of_care,900,0,1
1557311050076,838,Add EHR,Add EHR 1-1,true,http://127.0.0.1:8000/add_ehr/FISCALCODE61-doctor1-provision_of_care,838,0,1
1557311050915,860,Add EHR,Add EHR 1-1,true,http://127.0.0.1:8001/add_ehr/FISCALCODE62-doctor1-provision_of_care,860,0,0
1557311051775,847,Add EHR,Add EHR 1-1,true,http://127.0.0.1:8002/add_ehr/FISCALCODE63-doctor1-provision_of_care,847,0,1
1557311052623,844,Add EHR,Add EHR 1-1,true,http://127.0.0.1:8003/add_ehr/FISCALCODE64-doctor1-provision_of_care,844,0,0
1557311053467,818,Add EHR,Add EHR 1-1,true,http://127.0.0.1:8004/add_ehr/FISCALCODE65-doctor1-provision_of_care,818,0,1
1557311054286,898,Add EHR,Add EHR 1-1,true,http://127.0.0.1:8005/add_ehr/FISCALCODE66-doctor1-provision_of_care,898,0,1
1557311055185,839,Add EHR,Add EHR 1-1,true,http://127.0.0.1:8006/add_ehr/FISCALCODE67-doctor1-provision_of_care,839,0,1
1557311056025,765,Add EHR,Add EHR 1-1,true,http://127.0.0.1:8007/add_ehr/FISCALCODE68-doctor1-provision_of_care,765,0,1
1557311056791,803,Add EHR,Add EHR 1-1,true,http://127.0.0.1:8008/add_ehr/FISCALCODE69-doctor1-provision_of_care,803,0,0
1557311057595,1265,Add EHR,Add EHR 1-1,true,http://127.0.0.1:8009/add_ehr/FISCALCODE70-doctor1-provision_of_care,1265,0,1
1557311058861,914,Add EHR,Add EHR 1-1,true,http://127.0.0.1:8000/add_ehr/FISCALCODE71-doctor1-provision_of_care,914,0,1
1557311059776,891,Add EHR,Add EHR 1-1,true,http://127.0.0.1:8001/add_ehr/FISCALCODE72-doctor1-provision_of_care,891,0,0
1557311060668,846,Add EHR,Add EHR 1-1,true,http://127.0.0.1:8002/add_ehr/FISCALCODE73-doctor1-provision_of_care,846,0,0
1557311061515,860,Add EHR,Add EHR 1-1,true,http://127.0.0.1:8003/add_ehr/FISCALCODE74-doctor1-provision_of_care,860,0,0
1557311062376,822,Add EHR,Add EHR 1-1,true,http://127.0.0.1:8004/add_ehr/FISCALCODE75-doctor1-provision_of_care,822,0,0
1557311063199,988,Add EHR,Add EHR 1-1,true,http://127.0.0.1:8005/add_ehr/FISCALCODE76-doctor1-provision_of_care,988,0,0
1557311064188,794,Add EHR,Add EHR 1-1,true,http://127.0.0.1:8006/add_ehr/FISCALCODE77-doctor1-provision_of_care,794,0,0
1557311064983,808,Add EHR,Add EHR 1-1,true,http://127.0.0.1:8007/add_ehr/FISCALCODE78-doctor1-provision_of_care,808,0,0
1557311065792,781,Add EHR,Add EHR 1-1,true,http://127.0.0.1:8008/add_ehr/FISCALCODE79-doctor1-provision_of_care,781,0,0
1557311066574,825,Add EHR,Add EHR 1-1,true,http://127.0.0.1:8009/add_ehr/FISCALCODE80-doctor1-provision_of_care,825,0,1
1557311067400,853,Add EHR,Add EHR 1-1,true,http://127.0.0.1:8000/add_ehr/FISCALCODE81-doctor1-provision_of_care,853,0,0
1557311068254,943,Add EHR,Add EHR 1-1,true,http://127.0.0.1:8001/add_ehr/FISCALCODE82-doctor1-provision_of_care,943,0,1
1557311069198,834,Add EHR,Add EHR 1-1,true,http://127.0.0.1:8002/add_ehr/FISCALCODE83-doctor1-provision_of_care,834,0,1
1557311070034,739,Add EHR,Add EHR 1-1,true,http://127.0.0.1:8003/add_ehr/FISCALCODE84-doctor1-provision_of_care,739,0,0
1557311070774,757,Add EHR,Add EHR 1-1,true,http://127.0.0.1:8004/add_ehr/FISCALCODE85-doctor1-provision_of_care,757,0,0
1557311071532,811,Add EHR,Add EHR 1-1,true,http://127.0.0.1:8005/add_ehr/FISCALCODE86-doctor1-provision_of_care,811,0,0
1557311072344,861,Add EHR,Add EHR 1-1,true,http://127.0.0.1:8006/add_ehr/FISCALCODE87-doctor1-provision_of_care,861,0,1
1557311073205,840,Add EHR,Add EHR 1-1,true,http://127.0.0.1:8007/add_ehr/FISCALCODE88-doctor1-provision_of_care,840,0,1
1557311074046,856,Add EHR,Add EHR 1-1,true,http://127.0.0.1:8008/add_ehr/FISCALCODE89-doctor1-provision_of_care,856,0,0
1557311074903,808,Add EHR,Add EHR 1-1,true,http://127.0.0.1:8009/add_ehr/FISCALCODE90-doctor1-provision_of_care,808,0,0
1557311075712,770,Add EHR,Add EHR 1-1,true,http://127.0.0.1:8000/add_ehr/FISCALCODE91-doctor1-provision_of_care,770,0,0
1557311076483,881,Add EHR,Add EHR 1-1,true,http://127.0.0.1:8001/add_ehr/FISCALCODE92-doctor1-provision_of_care,881,0,0
1557311077364,729,Add EHR,Add EHR 1-1,true,http://127.0.0.1:8002/add_ehr/FISCALCODE93-doctor1-provision_of_care,729,0,1
1557311078093,823,Add EHR,Add EHR 1-1,true,http://127.0.0.1:8003/add_ehr/FISCALCODE94-doctor1-provision_of_care,823,0,1
1557311078917,798,Add EHR,Add EHR 1-1,true,http://127.0.0.1:8004/add_ehr/FISCALCODE95-doctor1-provision_of_care,798,0,1
1557311079715,808,Add EHR,Add EHR 1-1,true,http://127.0.0.1:8005/add_ehr/FISCALCODE96-doctor1-provision_of_care,808,0,1
1557311080524,885,Add EHR,Add EHR 1-1,true,http://127.0.0.1:8006/add_ehr/FISCALCODE97-doctor1-provision_of_care,885,0,0
1557311081410,866,Add EHR,Add EHR 1-1,true,http://127.0.0.1:8007/add_ehr/FISCALCODE98-doctor1-provision_of_care,865,0,0
1557311082276,887,Add EHR,Add EHR 1-1,true,http://127.0.0.1:8008/add_ehr/FISCALCODE99-doctor1-provision_of_care,887,0,1
1557311083164,849,Add EHR,Add EHR 1-1,true,http://127.0.0.1:8009/add_ehr/FISCALCODE100-doctor1-provision_of_care,849,0,0
1557311084018,821,Get EHR,Get EHR 2-1,true,http://127.0.0.1:8000/get_ehr/RSSSTF63M05C112S-patient1-whatever,821,0,0
1557311084841,862,Get EHR,Get EHR 2-1,true,http://127.0.0.1:8001/get_ehr/BNCCRL85M12C143Y-patient2-whatever,862,0,0
1557311085704,760,Get EHR,Get EHR 2-1,true,http://127.0.0.1:8002/get_ehr/VRDNNA97F01S432I-patient3-whatever,760,0,1
1557311086466,908,Get EHR,Get EHR 2-1,true,http://127.0.0.1:8003/get_ehr/SMNGVN96M03A111S-patient4-whatever,908,0,0
1557311087376,876,Get EHR,Get EHR 2-1,true,http://127.0.0.1:8004/get_ehr/RSSALS45F11R021T-patient5-whatever,876,0,0
1557311088253,1043,Get EHR,Get EHR 2-1,true,http://127.0.0.1:8005/get_ehr/FISCALCODE1-patient6-whatever,1043,0,1
1557311089297,796,Get EHR,Get EHR 2-1,true,http://127.0.0.1:8006/get_ehr/FISCALCODE2-patient7-whatever,796,0,1
1557311090095,827,Get EHR,Get EHR 2-1,true,http://127.0.0.1:8007/get_ehr/FISCALCODE3-patient8-whatever,827,0,1
1557311090923,957,Get EHR,Get EHR 2-1,true,http://127.0.0.1:8008/get_ehr/FISCALCODE4-patient9-whatever,957,0,0
1557311091881,813,Get EHR,Get EHR 2-1,true,http://127.0.0.1:8009/get_ehr/FISCALCODE5-patient10-whatever,813,0,0
1557311092694,769,Get EHR,Get EHR 2-1,true,http://127.0.0.1:8000/get_ehr/FISCALCODE6-patient11-whatever,769,0,1
1557311093465,1166,Get EHR,Get EHR 2-1,true,http://127.0.0.1:8001/get_ehr/FISCALCODE7-patient12-whatever,1166,0,1
1557311094631,784,Get EHR,Get EHR 2-1,true,http://127.0.0.1:8002/get_ehr/FISCALCODE8-patient13-whatever,784,0,1
1557311095416,804,Get EHR,Get EHR 2-1,true,http://127.0.0.1:8003/get_ehr/FISCALCODE9-patient14-whatever,804,0,0
1557311096221,796,Get EHR,Get EHR 2-1,true,http://127.0.0.1:8004/get_ehr/FISCALCODE10-patient15-whatever,796,0,0
1557311097017,831,Get EHR,Get EHR 2-1,true,http://127.0.0.1:8005/get_ehr/FISCALCODE11-patient16-whatever,831,0,1
1557311097849,823,Get EHR,Get EHR 2-1,true,http://127.0.0.1:8006/get_ehr/FISCALCODE12-patient17-whatever,823,0,1
1557311098673,797,Get EHR,Get EHR 2-1,true,http://127.0.0.1:8007/get_ehr/FISCALCODE13-patient18-whatever,796,0,0
1557311099470,822,Get EHR,Get EHR 2-1,true,http://127.0.0.1:8008/get_ehr/FISCALCODE14-patient19-whatever,822,0,1
1557311100293,775,Get EHR,Get EHR 2-1,true,http://127.0.0.1:8009/get_ehr/FISCALCODE15-patient20-whatever,775,0,0
1557311101068,786,Get EHR,Get EHR 2-1,true,http://127.0.0.1:8000/get_ehr/FISCALCODE16-patient21-whatever,786,0,1
1557311101855,872,Get EHR,Get EHR 2-1,true,http://127.0.0.1:8001/get_ehr/FISCALCODE17-patient22-whatever,872,0,1
1557311102728,848,Get EHR,Get EHR 2-1,true,http://127.0.0.1:8002/get_ehr/FISCALCODE18-patient23-whatever,848,0,0
1557311103577,802,Get EHR,Get EHR 2-1,true,http://127.0.0.1:8003/get_ehr/FISCALCODE19-patient24-whatever,801,0,0
1557311104379,854,Get EHR,Get EHR 2-1,true,http://127.0.0.1:8004/get_ehr/FISCALCODE20-patient25-whatever,854,0,1
1557311105234,938,Get EHR,Get EHR 2-1,true,http://127.0.0.1:8005/get_ehr/FISCALCODE21-patient26-whatever,938,0,0
1557311106172,831,Get EHR,Get EHR 2-1,true,http://127.0.0.1:8006/get_ehr/FISCALCODE22-patient27-whatever,831,0,1
1557311107003,788,Get EHR,Get EHR 2-1,true,http://127.0.0.1:8007/get_ehr/FISCALCODE23-patient28-whatever,788,0,1
1557311107792,789,Get EHR,Get EHR 2-1,true,http://127.0.0.1:8008/get_ehr/FISCALCODE24-patient29-whatever,789,0,1
1557311108582,901,Get EHR,Get EHR 2-1,true,http://127.0.0.1:8009/get_ehr/FISCALCODE25-patient30-whatever,901,0,0
1557311109484,826,Get EHR,Get EHR 2-1,true,http://127.0.0.1:8000/get_ehr/FISCALCODE26-patient31-whatever,826,0,0
1557311110311,850,Get EHR,Get EHR 2-1,true,http://127.0.0.1:8001/get_ehr/FISCALCODE27-patient32-whatever,850,0,0
1557311111162,753,Get EHR,Get EHR 2-1,true,http://127.0.0.1:8002/get_ehr/FISCALCODE28-patient33-whatever,753,0,0
1557311111916,747,Get EHR,Get EHR 2-1,true,http://127.0.0.1:8003/get_ehr/FISCALCODE29-patient34-whatever,747,0,0
1557311112664,774,Get EHR,Get EHR 2-1,true,http://127.0.0.1:8004/get_ehr/FISCALCODE30-patient35-whatever,774,0,0
1557311113439,832,Get EHR,Get EHR 2-1,true,http://127.0.0.1:8005/get_ehr/FISCALCODE31-patient36-whatever,832,0,0
1557311114272,789,Get EHR,Get EHR 2-1,true,http://127.0.0.1:8006/get_ehr/FISCALCODE32-patient37-whatever,789,0,0
1557311115062,721,Get EHR,Get EHR 2-1,true,http://127.0.0.1:8007/get_ehr/FISCALCODE33-patient38-whatever,720,0,0
1557311115783,822,Get EHR,Get EHR 2-1,true,http://127.0.0.1:8008/get_ehr/FISCALCODE34-patient39-whatever,822,0,1
1557311116606,821,Get EHR,Get EHR 2-1,true,http://127.0.0.1:8009/get_ehr/FISCALCODE35-patient40-whatever,821,0,1
1557311117427,812,Get EHR,Get EHR 2-1,true,http://127.0.0.1:8000/get_ehr/FISCALCODE36-patient41-whatever,812,0,1
1557311118239,720,Get EHR,Get EHR 2-1,true,http://127.0.0.1:8001/get_ehr/FISCALCODE37-patient42-whatever,720,0,1
1557311118960,1180,Get EHR,Get EHR 2-1,true,http://127.0.0.1:8002/get_ehr/FISCALCODE38-patient43-whatever,1180,0,0
1557311120140,884,Get EHR,Get EHR 2-1,true,http://127.0.0.1:8003/get_ehr/FISCALCODE39-patient44-whatever,884,0,0
1557311121024,777,Get EHR,Get EHR 2-1,true,http://127.0.0.1:8004/get_ehr/FISCALCODE40-patient45-whatever,777,0,1
1557311121802,817,Get EHR,Get EHR 2-1,true,http://127.0.0.1:8005/get_ehr/FISCALCODE41-patient46-whatever,817,0,0
1557311122620,923,Get EHR,Get EHR 2-1,true,http://127.0.0.1:8006/get_ehr/FISCALCODE42-patient47-whatever,923,0,0
1557311123544,820,Get EHR,Get EHR 2-1,true,http://127.0.0.1:8007/get_ehr/FISCALCODE43-patient48-whatever,820,0,0
1557311124364,1009,Get EHR,Get EHR 2-1,true,http://127.0.0.1:8008/get_ehr/FISCALCODE44-patient49-whatever,1009,0,1
1557311125374,760,Get EHR,Get EHR 2-1,true,http://127.0.0.1:8009/get_ehr/FISCALCODE45-patient50-whatever,760,0,0
1557311126135,756,Get EHR,Get EHR 2-1,true,http://127.0.0.1:8000/get_ehr/FISCALCODE46-patient51-whatever,756,0,0
1557311126892,729,Get EHR,Get EHR 2-1,true,http://127.0.0.1:8001/get_ehr/FISCALCODE47-patient52-whatever,729,0,0
1557311127621,864,Get EHR,Get EHR 2-1,true,http://127.0.0.1:8002/get_ehr/FISCALCODE48-patient53-whatever,864,0,1
1557311128486,871,Get EHR,Get EHR 2-1,true,http://127.0.0.1:8003/get_ehr/FISCALCODE49-patient54-whatever,871,0,0
1557311129357,1007,Get EHR,Get EHR 2-1,true,http://127.0.0.1:8004/get_ehr/FISCALCODE50-patient55-whatever,1007,0,1
1557311130366,765,Get EHR,Get EHR 2-1,true,http://127.0.0.1:8005/get_ehr/FISCALCODE51-patient56-whatever,765,0,0
1557311131132,802,Get EHR,Get EHR 2-1,true,http://127.0.0.1:8006/get_ehr/FISCALCODE52-patient57-whatever,802,0,0
1557311131935,899,Get EHR,Get EHR 2-1,true,http://127.0.0.1:8007/get_ehr/FISCALCODE53-patient58-whatever,899,0,1
1557311132834,866,Get EHR,Get EHR 2-1,true,http://127.0.0.1:8008/get_ehr/FISCALCODE54-patient59-whatever,866,0,1
1557311133700,758,Get EHR,Get EHR 2-1,true,http://127.0.0.1:8009/get_ehr/FISCALCODE55-patient60-whatever,758,0,0
1557311134459,887,Get EHR,Get EHR 2-1,true,http://127.0.0.1:8000/get_ehr/FISCALCODE56-patient61-whatever,887,0,1
1557311135347,830,Get EHR,Get EHR 2-1,true,http://127.0.0.1:8001/get_ehr/FISCALCODE57-patient62-whatever,829,0,1
1557311136177,745,Get EHR,Get EHR 2-1,true,http://127.0.0.1:8002/get_ehr/FISCALCODE58-patient63-whatever,745,0,1
1557311136923,765,Get EHR,Get EHR 2-1,true,http://127.0.0.1:8003/get_ehr/FISCALCODE59-patient64-whatever,765,0,1
1557311137688,835,Get EHR,Get EHR 2-1,true,http://127.0.0.1:8004/get_ehr/FISCALCODE60-patient65-whatever,835,0,1
1557311138524,982,Get EHR,Get EHR 2-1,true,http://127.0.0.1:8005/get_ehr/FISCALCODE61-patient66-whatever,982,0,0
1557311139507,950,Get EHR,Get EHR 2-1,true,http://127.0.0.1:8006/get_ehr/FISCALCODE62-patient67-whatever,950,0,1
1557311140458,793,Get EHR,Get EHR 2-1,true,http://127.0.0.1:8007/get_ehr/FISCALCODE63-patient68-whatever,793,0,0
1557311141251,768,Get EHR,Get EHR 2-1,true,http://127.0.0.1:8008/get_ehr/FISCALCODE64-patient69-whatever,768,0,1
1557311142019,816,Get EHR,Get EHR 2-1,true,http://127.0.0.1:8009/get_ehr/FISCALCODE65-patient70-whatever,816,0,1
1557311142836,909,Get EHR,Get EHR 2-1,true,http://127.0.0.1:8000/get_ehr/FISCALCODE66-patient71-whatever,909,0,0
1557311143748,770,Get EHR,Get EHR 2-1,true,http://127.0.0.1:8001/get_ehr/FISCALCODE67-patient72-whatever,770,0,0
1557311144519,971,Get EHR,Get EHR 2-1,true,http://127.0.0.1:8002/get_ehr/FISCALCODE68-patient73-whatever,971,0,1
1557311145491,804,Get EHR,Get EHR 2-1,true,http://127.0.0.1:8003/get_ehr/FISCALCODE69-patient74-whatever,804,0,1
1557311146296,818,Get EHR,Get EHR 2-1,true,http://127.0.0.1:8004/get_ehr/FISCALCODE70-patient75-whatever,818,0,0
1557311147115,930,Get EHR,Get EHR 2-1,true,http://127.0.0.1:8005/get_ehr/FISCALCODE71-patient76-whatever,930,0,1
1557311148046,793,Get EHR,Get EHR 2-1,true,http://127.0.0.1:8006/get_ehr/FISCALCODE72-patient77-whatever,793,0,0
1557311148840,790,Get EHR,Get EHR 2-1,true,http://127.0.0.1:8007/get_ehr/FISCALCODE73-patient78-whatever,790,0,0
1557311149631,1233,Get EHR,Get EHR 2-1,true,http://127.0.0.1:8008/get_ehr/FISCALCODE74-patient79-whatever,1233,0,1
1557311150864,781,Get EHR,Get EHR 2-1,true,http://127.0.0.1:8009/get_ehr/FISCALCODE75-patient80-whatever,781,0,1
1557311151646,738,Get EHR,Get EHR 2-1,true,http://127.0.0.1:8000/get_ehr/FISCALCODE76-patient81-whatever,738,0,0
1557311152385,768,Get EHR,Get EHR 2-1,true,http://127.0.0.1:8001/get_ehr/FISCALCODE77-patient82-whatever,768,0,0
1557311153154,873,Get EHR,Get EHR 2-1,true,http://127.0.0.1:8002/get_ehr/FISCALCODE78-patient83-whatever,873,0,0
1557311154028,881,Get EHR,Get EHR 2-1,true,http://127.0.0.1:8003/get_ehr/FISCALCODE79-patient84-whatever,881,0,0
1557311154909,1056,Get EHR,Get EHR 2-1,true,http://127.0.0.1:8004/get_ehr/FISCALCODE80-patient85-whatever,1056,0,1
1557311155966,766,Get EHR,Get EHR 2-1,true,http://127.0.0.1:8005/get_ehr/FISCALCODE81-patient86-whatever,766,0,0
1557311156733,833,Get EHR,Get EHR 2-1,true,http://127.0.0.1:8006/get_ehr/FISCALCODE82-patient87-whatever,833,0,0
1557311157567,866,Get EHR,Get EHR 2-1,true,http://127.0.0.1:8007/get_ehr/FISCALCODE83-patient88-whatever,866,0,0
1557311158434,843,Get EHR,Get EHR 2-1,true,http://127.0.0.1:8008/get_ehr/FISCALCODE84-patient89-whatever,843,0,0
1557311159278,813,Get EHR,Get EHR 2-1,true,http://127.0.0.1:8009/get_ehr/FISCALCODE85-patient90-whatever,813,0,0
1557311160093,1062,Get EHR,Get EHR 2-1,true,http://127.0.0.1:8000/get_ehr/FISCALCODE86-patient91-whatever,1062,0,0
1557311161155,756,Get EHR,Get EHR 2-1,true,http://127.0.0.1:8001/get_ehr/FISCALCODE87-patient92-whatever,756,0,1
1557311161912,798,Get EHR,Get EHR 2-1,true,http://127.0.0.1:8002/get_ehr/FISCALCODE88-patient93-whatever,798,0,0
1557311162711,963,Get EHR,Get EHR 2-1,true,http://127.0.0.1:8003/get_ehr/FISCALCODE89-patient94-whatever,963,0,0
1557311163674,789,Get EHR,Get EHR 2-1,true,http://127.0.0.1:8004/get_ehr/FISCALCODE90-patient95-whatever,789,0,1
1557311164464,818,Get EHR,Get EHR 2-1,true,http://127.0.0.1:8005/get_ehr/FISCALCODE91-patient96-whatever,818,0,0
1557311165283,844,Get EHR,Get EHR 2-1,true,http://127.0.0.1:8006/get_ehr/FISCALCODE92-patient97-whatever,844,0,0
1557311166128,784,Get EHR,Get EHR 2-1,true,http://127.0.0.1:8007/get_ehr/FISCALCODE93-patient98-whatever,784,0,0
